date,time,symbol,action,quantity,entry_price,exit_price,capital_used,sl_price,pnl,status
2025-11-25,14:13:21,INDUSTOWER-EQ,SELL,24,401.10,404.80,9626.40,405.11,+88.80,CLOSED
