2025-12-02 00:00:12 | INFO | STARTUP | Logging initialized | log_dir=/root/santhosh/trading/equity/logs/2025-12-02
2025-12-02 00:00:13 | INFO | FEEDBACK_INIT | PerformanceFeedback initialized for adaptive trading
2025-12-02 00:00:13 | INFO | MONITOR | Backed up stale positions.json to positions.json.startup_1764613813
2025-12-02 00:00:13 | INFO | MONITOR | ✓ Cleared stale positions.json - will rebuild from broker holdings
2025-12-02 00:00:13 | INFO | MONITOR | Skipping file load - broker will be source of truth
2025-12-02 00:00:13 | INFO | HOLDINGS_SYNC | Fetching positions and holdings from broker...
2025-12-02 00:00:13 | INFO | HOLDINGS_SYNC | Found 0 open LONG positions from position() API
2025-12-02 00:00:13 | INFO | HOLDINGS_SYNC | No positions or holdings found at broker
2025-12-02 00:00:13 | INFO | MONITOR | Position monitoring started with bucketed LTP checking
2025-12-02 00:00:13 | INFO | MONITOR | Event loop thread started
2025-12-02 00:00:13 | INFO | MONITOR | Event loop started successfully for priority queue
2025-12-02 00:00:14 | INFO | MONITOR | Priority API queue enabled and started
2025-12-02 00:00:14 | INFO | SL_RETRY | SL retry thread started - waiting 30s before initial placement (conserve startup API quota)
2025-12-02 00:00:14 | INFO | SL_RETRY | SL retry thread started successfully
2025-12-02 00:00:14 | INFO | MONITOR_SLEEP | Sleeping for 20s (base=20s, consecutive_errors=0, monitoring_suspended=False)
2025-12-02 00:00:34 | INFO | MONITOR_SLEEP | Sleeping for 20s (base=20s, consecutive_errors=0, monitoring_suspended=False)
2025-12-02 00:00:44 | INFO | SL_RETRY | SL retry thread active - conservative mode (1 SL per 20s, max 10 retries)
2025-12-02 00:00:54 | INFO | MONITOR_SLEEP | Sleeping for 20s (base=20s, consecutive_errors=0, monitoring_suspended=False)
2025-12-02 00:01:14 | INFO | MONITOR | Paper trades checked (next in 60s)
2025-12-02 00:01:14 | INFO | MONITOR_SLEEP | Sleeping for 20s (base=20s, consecutive_errors=0, monitoring_suspended=False)
2025-12-02 00:01:34 | INFO | MONITOR_SLEEP | Sleeping for 20s (base=20s, consecutive_errors=0, monitoring_suspended=False)
2025-12-02 00:01:54 | INFO | MONITOR_SLEEP | Sleeping for 20s (base=20s, consecutive_errors=0, monitoring_suspended=False)
