timestamp,source,symbol,action,price,confidence,score,validation_status,rejection_reason
2025-11-30T11:00:24.592749,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.79% < 90%
2025-11-30T11:00:24.594302,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.75% < 90%
2025-11-30T11:00:24.598417,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.87% < 90%
2025-11-30T11:00:24.601045,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.95% < 90%
2025-11-30T11:00:24.605259,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.67% < 90%
2025-11-30T11:00:24.607624,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.94% < 90%
2025-11-30T11:00:26.574549,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.75% < 90%
2025-11-30T11:00:26.908057,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.77% < 90%
2025-11-30T11:00:27.253139,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.74% < 90%
2025-11-30T11:00:27.578142,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.89% < 90%
2025-11-30T11:00:27.894621,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.65% < 90%
2025-11-30T11:00:28.159534,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.73% < 90%
2025-11-30T11:00:28.484419,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.83% < 90%
2025-11-30T11:00:28.688421,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.87% < 90%
2025-11-30T11:00:28.937950,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.71% < 90%
2025-11-30T11:00:29.124390,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.88% < 90%
2025-11-30T11:00:29.459250,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.9% < 90%
2025-11-30T11:00:29.755796,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.68% < 90%
2025-11-30T11:00:30.094268,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.84% < 90%
2025-11-30T11:00:30.209737,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.94% < 90%
2025-11-30T11:00:30.379258,TradingView,UNKNOWN,UNKNOWN,0.00,,,REJECTED,Signal quality filter: Low confidence 0.91% < 90%
