timestamp,error_type,error_code,endpoint,message,context,recovery_attempted,recovery_success
2025-11-30T00:00:06.827593,SESSION_EXPIRED,AG8001,rmsLimit,Invalid Token,{"session_age_minutes": 9.40377635, "note": "Angel One has strict rate limits (1 login/sec). If getting AG8001 repeatedly, we're likely rate-limited for the day."},False,False
