timestamp,error_type,error_code,endpoint,message,context,recovery_attempted,recovery_success
2025-11-28T10:21:03.985405,TOKEN_INVALID,AG8001,placeOrder,placeOrder returned None - Invalid Token suspected,{"session_age_minutes": 10.8455742},False,False
2025-11-28T10:48:02.285363,TOKEN_INVALID,AG8001,placeOrder,placeOrder returned None - Invalid Token suspected,{"session_age_minutes": 7.8090509},False,False
