timestamp,symbol,sig_type,entry_price,macd_hist,rsi,vol_ratio,day_chg,vwap_dist,ema_spread,outcome_pct,outcome,win
2026-06-09 10:46:00,DIXON,MACD_REVERSAL,11538.0,2.51706908989852,56.57616922775631,1.2559081701553005,1.2816011235955056,-0.06445512044558796,0.02260783915690072,0.017334026694401112,NEUTRAL,False
2026-06-09 11:21:00,DIXON,MOMENTUM_CONTINUATION,11574.0,3.3669259681899257,67.14399538241636,1.3326727768144662,1.5976123595505618,0.24985471301070222,0.0831485606774837,-0.14688094003801624,NEUTRAL,False
2026-06-09 14:13:00,DIXON,MACD_REVERSAL,11529.0,1.5222686133010581,54.1485361325437,1.0186536901865368,1.2025983146067416,-0.263093546248841,0.010948028595302865,-0.078064012490242,NEUTRAL,False
2026-06-09 14:43:00,DIXON,MOMENTUM_CONTINUATION,11563.0,4.428840435540521,72.85685130754501,1.4467503629686564,1.5010533707865168,0.04467899038691134,0.08441576226792759,0.3113378880913258,WIN,True
2026-06-10 11:08:00,DIXON,DEEP_MACD_REVERSAL,11713.0,1.4733949988461805,62.07284263089217,1.2285860393761185,0.8871662360034452,0.3245560699911745,0.01239324313151714,0.3841885084948348,WIN,True
2026-06-11 11:21:00,DIXON,DEEP_MACD_REVERSAL,11466.0,4.269534138305496,62.848301758389454,1.2646370023419202,-0.03487358326068004,0.21553161412714103,0.03294330689579199,0.44479330193615907,WIN,True
2026-06-11 12:45:00,DIXON,MACD_REVERSAL,11490.0,1.6992608235829465,53.07701961342632,1.0715151515151515,0.17436791630340018,0.33710929164410114,0.025242098527077126,-0.3394255874673629,LOSS,False
2026-06-16 09:35:00,DIXON,MOMENTUM_CONTINUATION,12212.0,18.30236008962129,86.91364062886183,1.4617803910843703,2.132641967048591,0.9396942925308327,0.48301642353143676,-0.4585653455617425,LOSS,False
2026-06-11 09:40:00,PREMIERENE,MACD_REVERSAL,1066.9000244140625,0.9110274292260874,57.98054830359431,0.9124161755740703,-0.19644299213634236,0.4136249376816281,0.09370578799018577,0.34679455311728946,WIN,True
2026-06-11 12:34:00,PREMIERENE,MOMENTUM_CONTINUATION,1075.199951171875,0.40308235961106165,71.6259060012396,1.2751842751842752,0.5799767232811038,0.6916864694134179,0.08413500807935949,-0.474328108030415,LOSS,False
2026-06-16 13:17:00,PREMIERENE,MOMENTUM_CONTINUATION,1060.4000244140625,0.23682350954302878,66.20933916800314,1.280067066486103,1.7658372758217369,1.6471907821132794,0.07866341160493051,0.33949222020498465,WIN,True
2026-06-09 14:40:00,ASIANPAINT,MOMENTUM_CONTINUATION,2714.800048828125,0.9522400318336744,75.69893577647252,1.414087003362323,2.244655722818368,0.8017711977272308,0.07606345625874546,-0.19154085304070992,NEUTRAL,False
2026-06-11 09:42:00,ASIANPAINT,MACD_REVERSAL,2702.10009765625,0.6499662162285539,49.522975337491594,1.048489527557094,-0.4788037100813322,0.24309084381736148,0.02258178831678071,-0.34048314200055263,LOSS,False
2026-06-11 13:02:00,ASIANPAINT,MACD_REVERSAL,2690.199951171875,0.9283256111682795,63.64516742155881,1.0508307287382794,-0.9170986552528763,-0.114019604284037,0.051331442456177316,-0.341980199942663,LOSS,False
2026-06-11 14:30:00,ASIANPAINT,MACD_REVERSAL,2685.60009765625,0.741669408200537,60.638955958878945,1.3590758717934812,-1.0865161113384079,-0.14823067714405436,0.035400300667034146,-0.12660658179683348,NEUTRAL,False
2026-06-16 10:20:00,ASIANPAINT,MOMENTUM_CONTINUATION,2761.10009765625,0.5870089602735886,71.91467412687463,1.4777053623281924,0.8915901238616486,0.38489421482651326,0.08489445641591442,0.06156789365651747,NEUTRAL,False
